0.0000	0.589166	1.302636	126.977028
0.0050	0.586144	1.310004	126.977791
0.0100	0.580223	1.313533	126.981659
0.0150	0.575090	1.312305	126.985909
0.0200	0.566843	1.316388	126.991821
0.0250	0.564904	1.323071	126.999786
0.0300	0.558629	1.331710	127.006821
0.0350	0.547237	1.332140	127.011833
0.0400	0.540712	1.349312	127.015182
0.0450	0.534755	1.349500	127.014481
0.0500	0.531261	1.356428	127.021111
0.0550	0.528593	1.359393	127.030411
0.0600	0.524447	1.362681	127.037323
0.0650	0.518869	1.368108	127.040939
0.0700	0.519421	1.375726	127.042763
0.0750	0.521640	1.374074	127.046707
0.0800	0.521270	1.378540	127.049606
0.0850	0.523819	1.381388	127.054192
0.0900	0.516338	1.391176	127.051857
0.0950	0.512157	1.396281	127.057159
0.1000	0.511000	1.399914	127.056801
0.1050	0.507936	1.405720	127.060493
0.1100	0.502737	1.405667	127.063957
0.1150	0.500610	1.411067	127.070152
0.1200	0.497157	1.416214	127.072021
0.1250	0.493502	1.421521	127.074532
0.1300	0.491651	1.419793	127.078957
0.1350	0.484746	1.422595	127.080696
0.1400	0.485300	1.428905	127.086174
0.1450	0.485888	1.434158	127.087196
0.1500	0.486135	1.441907	127.091415
0.1550	0.482926	1.445142	127.097824
0.1600	0.478573	1.443670	127.101189
0.1650	0.477304	1.447763	127.107086
0.1700	0.481234	1.452742	127.114136
0.1750	0.479919	1.447539	127.118736
0.1800	0.475755	1.448557	127.122032
0.1850	0.473670	1.448835	127.124710
0.1900	0.470883	1.453719	127.129478
0.1950	0.461985	1.451431	127.129776
0.2000	0.452796	1.451699	127.132713
0.2050	0.444324	1.458710	127.136581
0.2100	0.441622	1.460968	127.134789
0.2150	0.438679	1.462676	127.136879
0.2200	0.440752	1.465112	127.134186
0.2250	0.439691	1.463632	127.139587
0.2300	0.432792	1.467156	127.142204
0.2350	0.429476	1.472687	127.145172
0.2400	0.427657	1.476902	127.148270
0.2450	0.421245	1.477377	127.152313
0.2500	0.417335	1.483907	127.152702
0.2550	0.419446	1.488152	127.153999
0.2600	0.415828	1.494906	127.154076
0.2650	0.411429	1.497209	127.160553
0.2700	0.412466	1.501889	127.163994
0.2750	0.406063	1.506595	127.170746
0.2800	0.408524	1.507217	127.178856
0.2850	0.410804	1.503804	127.189186
0.2900	0.409727	1.500259	127.192177
0.2950	0.404720	1.500994	127.196861
0.3000	0.396317	1.502886	127.201630
0.3050	0.390754	1.502862	127.206947
0.3100	0.386645	1.508326	127.207626
0.3150	0.389101	1.513086	127.206230
0.3200	0.385538	1.523287	127.209923
0.3250	0.383859	1.526579	127.209099
0.3300	0.379296	1.529829	127.211288
0.3350	0.375318	1.529651	127.212311
0.3400	0.370232	1.530242	127.216301
0.3450	0.360031	1.532332	127.218857
0.3500	0.355958	1.534810	127.225273
0.3550	0.351883	1.541399	127.225113
0.3600	0.348141	1.544147	127.221672
0.3650	0.349311	1.553175	127.225647
0.3700	0.340764	1.555989	127.225235
0.3750	0.337637	1.559757	127.227081
0.3800	0.334150	1.568862	127.225784
0.3850	0.331025	1.574084	127.225670
0.3900	0.332970	1.577193	127.228004
0.3950	0.329716	1.578537	127.229797
0.4000	0.324535	1.577996	127.231232
0.4050	0.323286	1.580964	127.230835
0.4100	0.325082	1.584022	127.233353
0.4150	0.321162	1.586357	127.236465
0.4200	0.318811	1.591153	127.235985
0.4250	0.320043	1.595005	127.231148
0.4300	0.320290	1.597006	127.235535
0.4350	0.318337	1.616284	127.235191
0.4400	0.318272	1.625059	127.240166
0.4450	0.317573	1.629037	127.242760
0.4500	0.319516	1.633254	127.246941
0.4550	0.318314	1.635837	127.244438
0.4600	0.314014	1.633398	127.247650
0.4650	0.312218	1.628790	127.252518
0.4700	0.315391	1.626178	127.252663
0.4750	0.313869	1.626043	127.249252
0.4800	0.309144	1.628212	127.250374
0.4850	0.307313	1.630281	127.252144
0.4900	0.304515	1.628067	127.250587
0.4950	0.303785	1.628061	127.250946
0.5000	0.301814	1.636343	127.259209
0.5050	0.301231	1.643313	127.261093
0.5100	0.295690	1.646317	127.260208
0.5150	0.294731	1.646827	127.263840
0.5200	0.289825	1.646019	127.268974
0.5250	0.288773	1.643963	127.273933
0.5300	0.289769	1.645228	127.277771
0.5350	0.289810	1.648765	127.278801
0.5400	0.291866	1.647967	127.280304
0.5450	0.291563	1.650120	127.281410
0.5500	0.287189	1.648576	127.286232
0.5550	0.286967	1.648630	127.286064
0.5600	0.285947	1.647186	127.287796
0.5650	0.281483	1.649676	127.288399
0.5700	0.281348	1.650317	127.290680
0.5750	0.279009	1.652587	127.299858
0.5800	0.280653	1.658372	127.299492
0.5850	0.277102	1.654940	127.300720
0.5900	0.279343	1.656549	127.306763
0.5950	0.269657	1.656450	127.308632
0.6000	0.268273	1.649742	127.309792
0.6050	0.266843	1.655990	127.310341
0.6100	0.264856	1.660827	127.304749
0.6150	0.264450	1.659545	127.302254
0.6200	0.256133	1.654552	127.300011
0.6250	0.250786	1.659894	127.301949
0.6300	0.250963	1.661999	127.303902
0.6350	0.248519	1.661080	127.304138
0.6400	0.246049	1.660893	127.301964
0.6450	0.250250	1.663350	127.307350
0.6500	0.252618	1.666569	127.311272
0.6550	0.248328	1.666859	127.308441
0.6600	0.241319	1.668046	127.312431
0.6650	0.234164	1.663471	127.314659
0.6700	0.232262	1.661614	127.316391
0.6750	0.227651	1.660151	127.312210
0.6800	0.222082	1.659792	127.312881
0.6850	0.226395	1.663725	127.314384
0.6900	0.229698	1.668077	127.312538
0.6950	0.228156	1.670067	127.311401
0.7000	0.229986	1.667298	127.313553
0.7050	0.228887	1.668884	127.319313
0.7100	0.227745	1.666210	127.321442
0.7150	0.223274	1.665452	127.318619
0.7200	0.223794	1.669559	127.313034
0.7250	0.221316	1.674216	127.312004
0.7300	0.220533	1.675983	127.314713
0.7350	0.218349	1.677238	127.303757
0.7400	0.214235	1.680264	127.300514
0.7450	0.213674	1.687160	127.305984
0.7500	0.210316	1.689147	127.307335
0.7550	0.207345	1.689462	127.309616
0.7600	0.209660	1.694290	127.311340
0.7650	0.206777	1.696655	127.309204
0.7700	0.205320	1.696390	127.302292
0.7750	0.205336	1.696143	127.303947
0.7800	0.206909	1.698658	127.306831
